Restaurant Name,Dining Rating,Delivery Rating,Dining Votes,Cuisine ,Place Name,City,Item Name,Best Seller,Votes, Prices 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Butter Jam Maka Bun,BESTSELLER,10,$60.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Special Gajanand Maka Bun,CHEF'S SPECIAL,0,$140.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Khichu with Butter [215 grams],BESTSELLER,14,$60.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Special Gajanand Khichu [280 grams],CHEF'S SPECIAL,0,$130.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Gajanand Special Toast [250 grams],CHEF'S SPECIAL,0,$160.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Special Aloo Tikki Chaat [290 grams],CHEF'S SPECIAL,0,$130.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Gajanand Special Peanut Chaat [300 grams],CHEF'S SPECIAL,0,$130.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Gajanand Special Papdi Chaat [300 grams],CHEF'S SPECIAL,0,$130.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Gajanand Special Dahi Vada [300 grams],CHEF'S SPECIAL,0,$130.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Gajanand Special Sev Puri [300 grams],CHEF'S SPECIAL,0,$140.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Masala Boondi with Dahi [250 grams],BESTSELLER,6,$100.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Special Gajanand Masala Boondi [230 grams],CHEF'S SPECIAL,0,$140.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Pineapple Juice [280 ml],BESTSELLER,0,$80.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Special Rajwadi Lassi [280 ml],CHEF'S SPECIAL,0,$90.00 
Gajanand Pauva House,3.7,3.9,15,Shake,Navrangpura, Ahmedabad,Cold Coffee [250 ml],BESTSELLER,6,$90.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Margherita Pizza,MUST TRY,0,$140.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,9 Cheesy Pizza,MUST TRY,0,$270.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Mac Cheesy,BESTSELLER,0,$270.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,5 Cheese Stuff Garlic Bread,MUST TRY,0,$185.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Thumps Up (250 Ml),MUST TRY,0,$28.50 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Coca Cola (750 Ml),MUST TRY,0,$57.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Premium Veg Pack Of 4,MUST TRY,0,$559.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Hot Fantasy,MUST TRY,0,$270.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Martinoz Cottage Cheese Pizza,MUST TRY,0,$270.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Margherita Pizza,BESTSELLER,0,$140.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Double Cheese Margheritra Pizza,BESTSELLER,0,$190.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Special Paneer Pizza,BESTSELLER,0,$215.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,9 Cheesy Pizza,BESTSELLER,0,$270.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Mac Cheesy,BESTSELLER,0,$270.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Single Veg Pack Of 4,BESTSELLER,0,$369.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Coca Cola (250 Ml),Not on Pro,0,$28.50 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Coca Cola (750 Ml),Not on Pro,0,$57.00 
Martino'z Pizza,4.4,3.9,0,Mexican,Paldi, Ahmedabad,Thums Up (750 Ml),Not on Pro,0,$57.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Salad Bowl,BESTSELLER,24,$240.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Lone Wolf,MUST TRY,23,$250.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Garlic Bread With Cheese,BESTSELLER,29,$120.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Margherita Pizza,BESTSELLER,38,$145.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Garlic Bread Supreme,BESTSELLER,25,$140.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Tandoori Paneer Pizza,BESTSELLER,11,$275.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Popeye Pizza,BESTSELLER,9,$195.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Veggie Delight Pizza,BESTSELLER,8,$235.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Mushoni Pizza,BESTSELLER,11,$195.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Hot 'n' Spicy Pizza,BESTSELLER,0,$275.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Mushoni Pizza,BESTSELLER,11,$195.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Popeye Pizza,BESTSELLER,9,$195.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Veggie Delight Pizza,BESTSELLER,8,$235.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,7 Cheese Pizza,BESTSELLER,20,$275.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Hot 'n' Spicy Pizza,BESTSELLER,0,$275.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Tandoori Paneer Pizza,BESTSELLER,11,$275.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Burn To Hell,BESTSELLER,0,$235.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Cheese Lovers Pizza,BESTSELLER,0,$275.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Paneer Tikka Butter Masala,BESTSELLER,0,$235.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Lone Wolf,BESTSELLER,23,$250.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Garlic Bread With Cheese,BESTSELLER,29,$120.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Garlic Bread Supreme,BESTSELLER,25,$140.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Jain Bread Supreme,BESTSELLER,0,$140.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Salad Bowl,BESTSELLER,24,$240.00 
Sam's Pizza,3.8,4,673,Fast Food,Navrangpura, Ahmedabad,Margherita Pizza,BESTSELLER,38,$145.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Dal Khichdi [425 Gm],BESTSELLER,554,$199.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Masaledar Vegetable Khichdi [425 Gm],BESTSELLER,134,$299.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Harepyaaz Ki Lehsuni Khichdi [425 Gm],BESTSELLER,171,$299.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Sabudana Khichdi [375 Gm],BESTSELLER,71,$249.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Vaghareli Khichdi [425 Gm],BESTSELLER,44,$299.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Masala Dal Khichdi [425 Gm],MUST TRY,134,$249.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Urban Khichdi Signature Chullah Khichdi [425 Gm],BESTSELLER,58,$269.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Cheese Butter Masala Khichdi [425 Gm],BESTSELLER,48,$349.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Dal Lehsuni (175 G) + Jeera Rice (160 G),BESTSELLER,39,$229.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Mini Dal Khichdi (200 G),BESTSELLER,150,$99.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Mini Masala Dal Khichdi (200 G),BESTSELLER,101,$109.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Rajma Masala (175 G) + Jeera Rice (160 G),BESTSELLER,22,$229.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Swaminarayan Khichdi [425 Gm],BESTSELLER,31,$299.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Mexican Crock Pot [425 Gm],BESTSELLER,41,$349.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Dal Makhni Khichdi [425 Gm],BESTSELLER,21,$349.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Mini Dal Khichdi (200 G),BESTSELLER,150,$99.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Mini Masala Dal Khichdi (200 G),BESTSELLER,101,$109.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Cheese Butter Masala Khichdi [425 Gm],BESTSELLER,48,$349.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Dal Khichdi [425 Gm],BESTSELLER,554,$199.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Dal Makhni Khichdi [425 Gm],BESTSELLER,21,$349.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Harepyaaz Ki Lehsuni Khichdi [425 Gm],BESTSELLER,171,$299.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Masala Dal Khichdi [425 Gm],BESTSELLER,134,$249.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Masaledar Vegetable Khichdi [425 Gm],BESTSELLER,134,$299.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Mexican Crock Pot [425 Gm],BESTSELLER,41,$349.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Sabudana Khichdi [375 Gm],BESTSELLER,71,$249.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Swaminarayan Khichdi [425 Gm],BESTSELLER,31,$299.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Urban Khichdi Signature Chullah Khichdi [425 Gm],BESTSELLER,58,$269.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Vaghareli Khichdi [425 Gm],BESTSELLER,44,$299.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Dal Lehsuni (175 G) + Jeera Rice (160 G),BESTSELLER,39,$229.00 
Urban Khichdi,4.6,4.1,0,Beverages,Navrangpura, Ahmedabad,Rajma Masala (175 G) + Jeera Rice (160 G),BESTSELLER,22,$229.00 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Chocolate Chips Ice Cream Cake [500 ml],BESTSELLER,10,$254.24 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Falooda Shake [300 ml],BESTSELLER,0,$168.43 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Buy 1 Vanilla Ice Cream [700 ml] and Get 1 Vanilla Ice Cream [700 ml] Free,BESTSELLER,16,$194.92 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Sugar Free Anjeer Shake [300 ml],BESTSELLER,0,$168.43 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Gulab Jamun Gourmet Natural Ice Cream [1 litre],BESTSELLER,0,$254.24 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Vanilla Shake [300 ml],BESTSELLER,0,$126.06 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Strawberry Shake [300 ml],MUST TRY,0,$126.06 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Vanilla Shake [300 ml],BESTSELLER,0,$126.06 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Cold Coffee Shake [300 ml],BESTSELLER,0,$136.65 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Sugar Free Anjeer Shake [300 ml],BESTSELLER,0,$168.43 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Falooda Shake [300 ml],BESTSELLER,0,$168.43 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Choco Brownie 2 in 1 Shake [350 ml],BESTSELLER,0,$263.77 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,"Belgian Chocolate Ice Cream [1 Tub, 1 litre]",BESTSELLER,0,$254.24 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,"American Nuts Ice Cream [1 Tub, 1 litre]",BESTSELLER,0,$220.34 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,"Crunchy Butterscotch Ice Cream [1 Tub, 1 litre]",BESTSELLER,0,$194.92 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,"Kesar Pista Gourmet Natural Ice Cream [1 Tub, 1 litre]",BESTSELLER,0,$271.19 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Gulab Jamun Gourmet Natural Ice Cream [1 litre],BESTSELLER,0,$254.24 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,"Mahabaleshwar Strabwerry Gourmet Natural [1 Tub, 1 litre]",BESTSELLER,0,$254.24 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Chocolate Chips Ice Cream Cake [500 ml],BESTSELLER,10,$254.24 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Cassata Ice Cream Cake [500 ml],BESTSELLER,16,$254.24 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Buy 1 American Nuts Ice Cream [700 ml] and Get 1 American Nuts Ice Cream [700 ml] Free,BESTSELLER,0,$288.14 
Vadilal - Scoop Shop,3.3,4.5,29,Beverages,Ellis Bridge, Ahmedabad,Buy 1 Vanilla Ice Cream [700 ml] and Get 1 Vanilla Ice Cream [700 ml] Free,BESTSELLER,16,$194.92 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Punjabi Fix Thali,Not on Pro,200,$266.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Gujrati Thali,BESTSELLER,87,$209.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Kathiyawadi Thali,BESTSELLER,12,$320.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Dal Bati,BESTSELLER,36,$247.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Chole Puri,BESTSELLER,24,$200.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Kadi Khichadi,BESTSELLER,12,$250.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Paneer Butter Masala(400)gram,BESTSELLER,14,$351.50 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Chole Bhature,BESTSELLER,9,$200.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Kathiyawadi Combo,BESTSELLER,13,$210.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Tawa Pulao,BESTSELLER,11,$230.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Dal Tadka,BESTSELLER,0,$228.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Jeera Rice,BESTSELLER,0,$190.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Paneer Tawa Masala(400)gram,BESTSELLER,0,$351.50 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Bhindi Masala,BESTSELLER,0,$304.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Dal Bati,BESTSELLER,36,$247.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Kathiyawadi Thali,BESTSELLER,12,$320.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Gujrati Thali,BESTSELLER,87,$209.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Punjabi Fix Thali,Not on Pro,200,$266.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Chole Bhature,BESTSELLER,9,$200.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Chole Puri,BESTSELLER,24,$200.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Kathiyawadi Combo,BESTSELLER,13,$210.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Paneer Tawa Masala(400)gram,BESTSELLER,0,$351.50 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Paneer Butter Masala(400)gram,BESTSELLER,14,$351.50 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Bhindi Masala,BESTSELLER,0,$304.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Dal Tadka,BESTSELLER,0,$228.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Tawa Pulao,BESTSELLER,11,$230.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Jeera Rice,BESTSELLER,0,$190.00 
Radhe Restaurants,3.9,3.9,27,Beverages,Subhash Bridge, Ahmedabad,Kadi Khichadi,BESTSELLER,12,$250.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Veg Fixed Thali,BESTSELLER,128,$130.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Punjabi Fixed Thali,BESTSELLER,86,$190.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Special Dal Bati,BESTSELLER,53,$200.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Simple Dal Bati,BESTSELLER,63,$150.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Punjabi Deluxe Thali,BESTSELLER,18,$250.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Hyderabadi Biryani,BESTSELLER,0,$200.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Special Khichdi,CHEF'S SPECIAL,0,$200.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Veg Manchurian Noodles,BESTSELLER,0,$180.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Veg Biryani,BESTSELLER,0,$150.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Veg Manchurian Dry,BESTSELLER,7,$180.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Special Punjabi Fixed Thali,CHEF'S SPECIAL,7,$350.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Aloo Paratha,BESTSELLER,7,$80.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Masala Khichdi,BESTSELLER,0,$140.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Aloo Cheese Paratha,BESTSELLER,0,$130.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Veg Fixed Thali,BESTSELLER,128,$130.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Punjabi Fixed Thali,BESTSELLER,86,$190.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Punjabi Deluxe Thali,BESTSELLER,18,$250.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Special Punjabi Fixed Thali,CHEF'S SPECIAL,7,$350.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Masala Khichdi,BESTSELLER,0,$140.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Special Khichdi,CHEF'S SPECIAL,0,$200.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Veg Biryani,BESTSELLER,0,$150.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Hyderabadi Biryani,BESTSELLER,0,$200.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Veg Manchurian Dry,BESTSELLER,7,$180.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Paneer Special,CHEF'S SPECIAL,0,$300.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Methi Malai Matar,CHEF'S SPECIAL,0,$280.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Paneer Lababdar,CHEF'S SPECIAL,0,$260.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Paneer Makhanwala,CHEF'S SPECIAL,0,$270.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Special Veg,CHEF'S SPECIAL,0,$220.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Aloo Paratha,BESTSELLER,7,$80.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Aloo Cheese Paratha,BESTSELLER,0,$130.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Veg Manchurian Noodles,BESTSELLER,0,$180.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Spice Frankie,CHEF'S SPECIAL,0,$200.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Pfz Bombay Bhel,CHEF'S SPECIAL,0,$190.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Simple Dal Bati,BESTSELLER,63,$150.00 
PFZ,3.8,3.9,22,Sichuan,Mani Nagar, Ahmedabad,Special Dal Bati,BESTSELLER,53,$200.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Aamchi Mumbai Vada Pav,MUST TRY,98,$25.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Bole To Special Vada Pav,MUST TRY,41,$45.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Green Mumbai Vada Pav,MUST TRY,27,$35.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Smokey BBQ Vada Pav,SPICY,0,$35.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Classic Mayo Vada Pav,MUST TRY,0,$35.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Nawab Vada Pav,MUST TRY,8,$40.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Bole To Special Samosa Pav,CHEF'S SPECIAL,0,$50.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Dilkhush Vada Pav,SPICY,12,$45.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Dilkhush Samosa Pav,SPICY,0,$50.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Dilkhush Bhajiya Pav,SPICY,0,$50.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Smokey BBQ Vada Pav,SPICY,0,$35.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Smokey BBQ Samosa Pav,SPICY,0,$40.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Smokey BBQ Bhajiya Pav,SPICY,0,$40.00 
Bole To Vadapav,3,3.6,1,Beverages,Naranpura, Ahmedabad,Bole To Special Vada Pav,CHEF'S SPECIAL,41,$45.00 
Havmor Havfunn Ice Cream,3.6,4.2,0,Desserts,Shahpur, Ahmedabad,Oreo Crush Ice Cream Shake,BESTSELLER,0,$125.00 
Anjoy Latenight Meals,4.2,4,0,Beverages,Gurukul, Ahmedabad,Paneer Schezwan Wrap,MUST TRY,342,$250.00 
Anjoy Latenight Meals,4.2,4,0,Beverages,Gurukul, Ahmedabad,Paneer Tikka Wrap,MUST TRY,171,$260.00 
Anjoy Latenight Meals,4.2,4,0,Beverages,Gurukul, Ahmedabad,Chicken Tikka Wrap,MUST TRY,219,$270.00 
Anjoy Latenight Meals,4.2,4,0,Beverages,Gurukul, Ahmedabad,Non Veg Anjoy Special Wrap,MUST TRY,187,$260.00 
Anjoy Latenight Meals,4.2,4,0,Beverages,Gurukul, Ahmedabad,Paneer Kathi Wrap,MUST TRY,143,$260.00 
Anjoy Latenight Meals,4.2,4,0,Beverages,Gurukul, Ahmedabad,Chicken Thali,BESTSELLER,354,$260.00 
Anjoy Latenight Meals,4.2,4,0,Beverages,Gurukul, Ahmedabad,Veg. Executive Thali,BESTSELLER,86,$260.00 
